Date,AppID,AppName,Language,Version,VersionCode,OS,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Device,Device Type,Tags,Categories,Notes,Likes,Dislikes,Link,Permalink,AF Link
5/27/2020 15:15,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,PANKAJ THAKUR PAHARI BANDA,5,,Gud,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGtudN5r4lMe1iz9eiVit44-eIl_yu8pn3ErCByFlGp6EbdLdmlz_eL3d7S6034A_h-0nquNXIUrlT_Dt8,https://appfollow.io/gp/1208702/review/530246668,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530246668
5/27/2020 14:30,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Rishu Sah,5,,Des hitme .....janhitme jari,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHrlC2lMPW8he7qKXlWdfhJHdcUnbLZwhX_xiE8OsbhdfdAXqhF3wFigMzKoLyHUvtuceXKRdofPi3dm0o,https://appfollow.io/gp/1208702/review/530246667,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530246667
5/27/2020 13:54,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,subham mittal,5,,Aatnirbhar bharat,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHRHFUSjV3dWpD9VsOaAl1220mfgP-06O8BlXhocb0XVMf2OJOiW0LTv3ocxRrQj7uSp8riluPOhzQu00o,https://appfollow.io/gp/1208702/review/530246666,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530246666
5/27/2020 12:40,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Shekhar Raghav,5,,Fantastic app..,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFyEw136SZOgQHLvCJS1WzTgUQA5O6MnzgztlSADCfV27HQsHjcVzC4PlT4vwmL45B0TfxJuMq41Za9DE8,https://appfollow.io/gp/1208702/review/530246665,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530246665
5/27/2020 11:30,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,omeshwar sepat,1,,Not able to login 15 day continue Probleum.,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGsW7oQhnzZeYbdolHvi14JQsqzKHF6uT6rQmgOzAV1bfEcBBtDBWDN9FUlpxSqE6aqpBBJaXwi1OzwwrU,https://appfollow.io/gp/1208702/review/530024990,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024990
5/27/2020 10:07,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Vivek I,1,,Order supposed to be delivered on 24th is still undelivered. Customer services totally unresponsive. Unreliable shipping experience,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGplAh56oLyZnxnxe-YsfFNCXMUQb-HOaI6USbe7QLD9qXNHGaAsFdFJOD6_wsqPqkPqlVo6WvMwG1-t6M,https://appfollow.io/gp/1208702/review/529317067,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529317067
5/27/2020 10:04,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,nishu kumar singh,5,,best app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFlCE5oeJKK7pyBXXXBbiEKOgbq3EiTIlvCuEtr8Euj3SLyUUJAFPs7tm1iG5qwbxo5YXdlG9qOX0lzWeE,https://appfollow.io/gp/1208702/review/530024989,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024989
5/27/2020 9:26,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Abhishek jain Shah,5,,Good and better content Very usefull app for online shoping than amazon You can get quality product with less price,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFycfZIUTH3gd-QSy-VIvkqBH8FH82dy2Q2bIXaSq0DRbJTUns86btuUmZUjYdP0HFkDP9O46ibsJGMl7k,https://appfollow.io/gp/1208702/review/530024988,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024988
5/27/2020 8:50,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Surendar Tejesh,2,,This app isn't smooth at all... Sometimes Irritates in terms of finding product,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOF1LlQpAJU1n_9HXD9PnCmBg4tm-MB04UVl3dAI6WoNiNurTFnjG5tulCCEYtnDn9fVkicEVWyw-jXbfcc,https://appfollow.io/gp/1208702/review/530024987,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024987
5/27/2020 8:28,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,amit kumar Mishra,1,,"Worst service as well as customer support, no response neither order delivery done even though delivery date exceeded not refunded for order cancellation",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEPb72qgvaNebKxET2Dy2CbyO4ACxuXYCCNxNwwN2MHrS3DGLCAmZn7QuE_JRWzJpPrLTTfh2A1vQIbOgw,https://appfollow.io/gp/1208702/review/530024986,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024986
5/27/2020 8:14,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Sagar Pawar,5,,Support Digital India Initiative,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHe2LiAiuXRdU1Q3t1T9PKtorXDRJUKqwNVnHavbz0rjwDoL1L_x5aHzPcMEItMa9Xz6e1ParC22fmYPy0,https://appfollow.io/gp/1208702/review/530024985,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024985
5/27/2020 7:56,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Jandhyala Rajya Lakshmi,1,,Waste app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFr44XhNwpZDOGfsUof8tVo16Q_5uBE3G9_3FkLcuzg8iCjOIwqDflarnlxthE0ZfE9RUEw06V0l6bLpPQ,https://appfollow.io/gp/1208702/review/530024984,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024984
5/27/2020 7:54,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Maddu Srilakshmi Narayana,1,,Orders wont be delivered. RDF02734248 order was not delivered,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOETM-740o2b5P2Qjb9y8To80PfNhrZ72CMWBhOvGLRheyfZ3TkUnxezky_P-wmwgFU5lPnTiceEO2fRopU,https://appfollow.io/gp/1208702/review/530024983,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024983
5/27/2020 6:54,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Shifa makeup Divine,1,,It is the worst app i haven't got my parcel yet the date if arriving was 25 n now the date is 27 yet i didn't got it plz dont order from this app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEnhgwVjUo6_zywSdaIbBHicd-nZXUm3XUjXbcigmNgWgDWtmyfHF3C3PN-hOOBInfYZ8zcdbJFAQWTRwc,https://appfollow.io/gp/1208702/review/530024982,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024982
5/27/2020 6:37,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,MANNU KUMAR SINGH,5,,Good app and happy your family,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEBDagXV_4NsUCIT63BOQU0zJCnHTEXNsVIb6jyoFA-Zd98paTbLGgmbJzO3AJCX0TnapbH_HJZV-pYalA,https://appfollow.io/gp/1208702/review/530024981,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024981
5/27/2020 6:37,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,BALGOVIND YADAV,5,,Fantasting app for shoping purpose,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFcQlokUENJLr32U68a_PXNRr1qWopkbqiTIpzQTk-d2ovX5PAo1ynnSDhOcAnY4a1zLLXq-3tirbzinoY,https://appfollow.io/gp/1208702/review/530024980,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=530024980
5/27/2020 6:30,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,लव Bhanushali,5,,India first shopping hub love this app and support you hope delivery and quality are best,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGiG-9mGL6eCqVTiIs5FO4pFekDNHMbJu3o_YhVfON9T8NWL2Gx0ZFBu77onWPXLBlkTwQ54ARuiGiECYI,https://appfollow.io/gp/1208702/review/529934832,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529934832
5/27/2020 6:20,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Shivsaraj Prajapati,5,,Good app for purchase itam and sopping,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHWhmzvyFsgThbG3HX1lqjQCET7ZLWVHDE8rDFp-aitzxuBSJzvp8hmrBsCxZUv1znb488Kv6nBphOOlu8,https://appfollow.io/gp/1208702/review/529934831,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529934831
5/27/2020 6:14,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Shivansh Singh,5,,Great app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOF812ptE38WrbLbT1nx0pUgI3sBlH1t4vTkcO9dKdoiWT_8HXNUzOb0FdLYMmoFIcy1ktxkhDT9LY9NOyw,https://appfollow.io/gp/1208702/review/529934830,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529934830
5/27/2020 6:01,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Saurabh Sharma,5,,Buy Indian,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGqGKnu8pzkXM-1gCDBUcQ7xRaghDddILtuGWFd6Bgcl5yEL2Ymj0mQUleoMaXmzbyPnHn7f70zpbgpcro,https://appfollow.io/gp/1208702/review/529934829,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529934829
5/27/2020 5:48,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Leonard Aomeshu,1,,Not working appropriately,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHIeeyTsg0RgnDCNeSE3nifY8MbrpNswFRUfp0Oa-iuMoOXIeoJtk2y9YNy-vnm4tz0Yi3cOCIyncoUv3M,https://appfollow.io/gp/1208702/review/529934828,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529934828
5/27/2020 4:21,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,manjunath chikkamallaiah,1,,"I had a refrigerator and and it got spoiled in 4 months , i called and RESQ Care but no response and 4 days they said they will send a technician and after 6 days the technician called .. and i report on mail means they will block our mail and call. Better avoid Reliance . thanks",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOEQCJraPV6V6UJqiR-XVqNkGIPhaeEDxA72FVM0GZXyC_2-6vkmEzjh9KsHa9arf-UUge6lZ3TH1fKha5E,https://appfollow.io/gp/1208702/review/529934827,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529934827
5/27/2020 4:03,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Sagen Saren,1,,Not available in my location,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOG3YSl5IKoKXDmYucwsxFdvOBfMTZA4ROd5frNVD3pQp7gwSbuMB0YR2tr8vibqERojuD0bl27L78ncQ-Q,https://appfollow.io/gp/1208702/review/529934826,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529934826
5/27/2020 4:00,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,beautiful nature and animals,2,,Some products are costly,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOErzCz2E_Wr1CkBcCFGIgNSzSRwGcapVixmMGXSlSOW2GZ3w5LxfDcZ2qU8gMiSZtc0MF0-BQrdMgQlNLw,https://appfollow.io/gp/1208702/review/529354032,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529354032
5/27/2020 3:53,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Vaibhav Jadhav,1,,Fake app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFgFyVEdt2SU40fAZTHm22HkWa5MUD5Wk_SPosUjXVHcra41mIAUt6dudmrw-Q_6XqFy4uX_8stnYWsNLo,https://appfollow.io/gp/1208702/review/529862023,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862023
5/27/2020 3:34,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Neeraj Narwat,5,,Very good and made by bhartiye,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGwTs1790WU8zGxpQ4SqY8b0cKPOp5g2homPuvevSbYdFVWILGE6QCmro6PfH5-Ms8jJ_mpmG9wItrFxgI,https://appfollow.io/gp/1208702/review/529862022,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862022
5/27/2020 3:31,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,foji boy,5,,Nice,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGfLlEcO1_6fooSMu4upepvDru_a6X1aToZTWDBgLtjNrtEWJGEeY0auUvavHDgflDhpw-LrcVRcChMvDE,https://appfollow.io/gp/1208702/review/529862021,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862021
5/27/2020 2:39,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Ram Krishana Dhurvey,3,,Its to slow.,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOF1HtOBzqYelmqVPtOkXAH6lyaNJzLNdrOWYd1j-St3FjktxyVWMHKG2032QKkItxISI9Zfefdyb2v71w4,https://appfollow.io/gp/1208702/review/529862020,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862020
5/27/2020 2:37,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Krishan Swami,5,,Super,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFWUHrN1mBrBhYruAo3RrjJ72_GaT3mJ9lEUZEnpk0PcMucDXsN5dWrgWnDcPlqUzb0-TgpFSSLIbI8PjI,https://appfollow.io/gp/1208702/review/529862019,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862019
5/27/2020 2:25,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Jagadish B,5,,Good service,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGkYZe9IvTC0pqBLzGaBYh_AVcrDvqC27X8du5C27KhYHZZSpwFSbwU6Uxj5cJRifDxSRt9wlFQoVtNoG4,https://appfollow.io/gp/1208702/review/529862018,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862018
5/27/2020 2:18,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Priyanka Pathak,5,,Almost every electronic here at best price the app is smooth and the best thing is there no ads,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOG80Y6BmX0OJpiRN1rvdeMwfuPJdUwfg3dVv9emGAyF77guY3weMAJ7ql5FPpX6afy5T56rNMdV74kiiqs,https://appfollow.io/gp/1208702/review/529862017,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862017
5/27/2020 2:16,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,PIKU 55,5,,Great offers and deals here and also a express delivery option is awesome,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFk5Hd2VzqJOxJ7ZK-U0em9UlCAM4PzxI5cBgMXQm7smaJ35CdW7ZyRzvtdFyP-Jk-HYoK10Y_0YAoStKw,https://appfollow.io/gp/1208702/review/529862016,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862016
5/27/2020 1:58,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,ANKIT RANJAN,1,,Very bad app,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOED110Jk2Dd-IG680ouzjRmB-slz236xWxlc9RhRHF9Metyxrvm_HQ1qhCDzmvAkiwuQYhl1MSyZ2Qrrco,https://appfollow.io/gp/1208702/review/529862015,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862015
5/27/2020 1:43,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Hemanth Gowda,5,,Super,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOE07Pcl5g28D855w1VE6C6GLh_SwyCnclmo6HFteoakwdnBVsZ01ljdqUfNRbTdYyl7tpjLBdglHN5nUEg,https://appfollow.io/gp/1208702/review/529862014,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529862014
5/27/2020 1:15,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Accounts Officer,1,,"It is not an app, just interface to chrome. When I want to use Firefox it is not allowing through app. I am not interested to use chrome.",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGj4FfCFHpvP-w-6nb1a0Tgoa2vWp6LlDJ4x3Ii30S9luTDdi66Bfdw2QxF45n0hT-1dP1cv7XmyiAOxY4,https://appfollow.io/gp/1208702/review/529759842,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529759842
5/26/2020 22:39,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Bharat Kumar,5,,Best,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFhXRmreZF5NEZLvc8NbhMeucP_b_N3FgP8tovUJ1Db6TY3dxdBpDG21Gr7Bhby4U3mHCg5aTfU1ARBVQo,https://appfollow.io/gp/1208702/review/529759841,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529759841
5/26/2020 18:11,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Saket Wallya,5,,It's osm app for online shopping...,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOHSd7DgMzQO2h55ZgO3DKNsUToGL_fQaIKjzokGxxtMMXqwD3K_ghsd8Jaz5V1_XxPH0cd6loy114hGhAg,https://appfollow.io/gp/1208702/review/529759840,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529759840
5/26/2020 17:32,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Pallavi Dave,1,,"This app is going crazy, I searched reliance mart it is showing reliance digital",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOGG0yNbC7b4Cq4HG50rRlx0RjuFO7tn3XQQB0drlhSZO1_gVnk2qJQiSlLvgBWg2G3Z3DdjUcg03-_meOY,https://appfollow.io/gp/1208702/review/529759839,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529759839
5/26/2020 17:25,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,vaibhav vk,1,,"The worst experience ever, i have ordered preethi mixer grinder from this platform and the product is not working and i have got a default product and i have contacted the customer several times but they didn't respond me at all. Please never ever buy here anything and waste your money.",,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOH5cDvCfV53mJBCFoX7UR2dEFpJuTkalCugDaglWtq4kZQzwHbbna5UkLgA9UK-TsrinoWmWQ_u-rupWmY,https://appfollow.io/gp/1208702/review/529759838,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529759838
5/26/2020 16:54,in.digital.reliance,Reliance Digital Online Shopping App,en,,,,Bharti Sehgal,5,,Nice n indian also,,,,,,,,,,,,,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=in.digital.reliance&reviewid=gp:AOqpTOFRJqERhGx4ndoRlQQATT2ifKiqwVJNtrWGK_vhE7IGI8HRf2SSsBIwNtjj_Y6jhcPsdmrSQ7dFkLXoshw,https://appfollow.io/gp/1208702/review/529759837,https://watch.appfollow.io/apps/untitled-collection/reviews/326860?review_id=529759837
